titles,authors,images,urls,name,search
"O Canal Grande em Veneza, 1890-1900",Félix Ziem,https://assets.masp.org.br/uploads/collection/1OeV7lR4bh6FXpRaHDgji2vJlahRvKUk.jpg,https://masp.org.br/acervo/obra/o-canal-grande-em-veneza,o-canal-grande-em-veneza,o-canal-grande-em-veneza site:https://masp.org.br/acervo/
"Wilhelm Bruch, 1890",Hermann Petzet,https://assets.masp.org.br/uploads/collection/JnoUNhdEiNPfbNCg2kUbWzaSEA4uyTbG.jpg,https://masp.org.br/acervo/obra/wilhelm-bruch,wilhelm-bruch,wilhelm-bruch site:https://masp.org.br/acervo/
"A arlesiana, 1890",Vincent van Gogh,https://assets.masp.org.br/uploads/collection/dShAXiYuKn6H1tGA9gl8izcwwLQjFZyF.jpg,https://masp.org.br/acervo/obra/a-arlesiana,a-arlesiana,a-arlesiana site:https://masp.org.br/acervo/
"Passeio ao crepúsculo, 1889-90",Vincent van Gogh,https://assets.masp.org.br/uploads/collection/vxnOteAWam5Zl74K0eCU5Ls7P9xVBxdv.jpg,https://masp.org.br/acervo/obra/passeio-ao-crepusculo,passeio-ao-crepusculo,passeio-ao-crepusculo site:https://masp.org.br/acervo/
"A cachoeira do Rio Sorocaba, 1891",Benedito Calixto,https://assets.masp.org.br/uploads/collection/AC1fbkHqNYJHkhdjzyZJAvgdCEX9UVWV.jpg,https://masp.org.br/acervo/obra/a-cachoeira-do-rio-sorocaba,a-cachoeira-do-rio-sorocaba,a-cachoeira-do-rio-sorocaba site:https://masp.org.br/acervo/
"O vestido estampado, 1891",Édouard Vuillard,https://assets.masp.org.br/uploads/collection/nfO3YiiyYowcYNLCMqnGFvesS3jekKbF.jpg,https://masp.org.br/acervo/obra/o-vestido-estampado,o-vestido-estampado,o-vestido-estampado site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/mulheres-se-penteando-duas-mulheres-em-camisola,mulheres-se-penteando-duas-mulheres-em-camisola,mulheres-se-penteando-duas-mulheres-em-camisola site:https://masp.org.br/acervo/
"A roda, 1893",Henri de Toulouse-Lautrec,https://assets.masp.org.br/uploads/collection/SmhFynWqwstGqEAKvd9G6eCRxf2bMqwt.jpg,https://masp.org.br/acervo/obra/a-roda,a-roda,a-roda site:https://masp.org.br/acervo/
"O ateliê do artista, 1894",José Malhoa,https://assets.masp.org.br/uploads/collection/yTXpcOc1Mk7hrFaV2lI4S3UwwXvYxbXZ.jpg,https://masp.org.br/acervo/obra/o-atelie-do-artista-1,o-atelie-do-artista-1,o-atelie-do-artista-1 site:https://masp.org.br/acervo/
"Paisagem com rio e barco ao seco em São Paulo (Ponte Grande), 1895",João Baptista Castagneto,https://assets.masp.org.br/uploads/collection/LMvsIPwubt7raYFa2sGLCRVAKlXtImve.jpg,https://masp.org.br/acervo/obra/paisagem-com-rio-e-barco-ao-seco-em-sao-paulo-ponte-grande,paisagem-com-rio-e-barco-ao-seco-em-sao-paulo-ponte-grande,paisagem-com-rio-e-barco-ao-seco-em-sao-paulo-ponte-grande site:https://masp.org.br/acervo/
"Nu, 1895",Eliseu Visconti,https://assets.masp.org.br/uploads/collection/HSPI4eHkQ2BaKkt4wyjOgocwZz6gy1Fn.jpg,https://masp.org.br/acervo/obra/nu-1,nu-1,nu-1 site:https://masp.org.br/acervo/
"Paz e concórdia, 1895",Pedro Américo,https://assets.masp.org.br/uploads/collection/Hx9OFcCFEZLpE3aDizj7Cdcz7SRkhOBi.jpg,https://masp.org.br/acervo/obra/paz-e-concordia,paz-e-concordia,paz-e-concordia site:https://masp.org.br/acervo/
"Natureza-morta com vaso e frutas, 1895",Pedro Alexandrino,https://assets.masp.org.br/uploads/collection/gNaYJS2A22A80hCiTnho7UtpnNkhZqCp.jpg,https://masp.org.br/acervo/obra/natureza-morta-com-vaso-e-frutas,natureza-morta-com-vaso-e-frutas,natureza-morta-com-vaso-e-frutas site:https://masp.org.br/acervo/
"Pobre pescador, 1896",Paul Gauguin,https://assets.masp.org.br/uploads/collection/cp7gRe5hCdPvAEwDL1V6JlgVpP42T8Ml.jpg,https://masp.org.br/acervo/obra/pobre-pescador,pobre-pescador,pobre-pescador site:https://masp.org.br/acervo/
"A convalescente, circa 1896",Eliseu Visconti,https://assets.masp.org.br/uploads/collection/WPQS3q8vnL81b3Q1wX6ATZWXlbDr34QM.jpg,https://masp.org.br/acervo/obra/a-convalescente,a-convalescente,a-convalescente site:https://masp.org.br/acervo/
"Autorretrato (perto do Gólgota), 1896",Paul Gauguin,https://assets.masp.org.br/uploads/collection/085pHfgpOjazwYJkG3osRS0SHvCMAf5U.jpg,https://masp.org.br/acervo/obra/autorretrato-perto-do-golgota,autorretrato-perto-do-golgota,autorretrato-perto-do-golgota site:https://masp.org.br/acervo/
"Notícias desagradáveis, 1896",Rosalvo Ribeiro,https://assets.masp.org.br/uploads/collection/GkuiagtXFj63EeDYuFHkwrFFuJlbWMxD.jpg,https://masp.org.br/acervo/obra/noticias-desagradaveis,noticias-desagradaveis,noticias-desagradaveis site:https://masp.org.br/acervo/
"Retrato de homem com cartola: o poeta Hanvin, o homem do fígaro, 1985-90",Giovanni Boldini,https://assets.masp.org.br/uploads/collection/dNcXvF5OlxvQgXg4AqlLqzKVWONlTjFe.jpg,https://masp.org.br/acervo/obra/retrato-de-homem-com-cartola-o-poeta-hanvin-o-homem-do-figaro,retrato-de-homem-com-cartola-o-poeta-hanvin-o-homem-do-figaro,retrato-de-homem-com-cartola-o-poeta-hanvin-o-homem-do-figaro site:https://masp.org.br/acervo/
"Artista com luvas verdes – A cantora Dolly do Café Star de Le Havre, 1899",Henri de Toulouse-Lautrec,https://assets.masp.org.br/uploads/collection/oNdnAyKmgF4Xz5PaGdHm4HJc0wHEe1so.jpg,https://masp.org.br/acervo/obra/artista-com-luvas-verdes-a-cantora-dolly-do-cafe-star-de-le-havre,artista-com-luvas-verdes-a-cantora-dolly-do-cafe-star-de-le-havre,artista-com-luvas-verdes-a-cantora-dolly-do-cafe-star-de-le-havre site:https://masp.org.br/acervo/
"Interior com duas crianças, 1899",Rosalvo Ribeiro,https://assets.masp.org.br/uploads/collection/t94Vj7AhfmAFMpSjmwhSrmZP36ehM1P2.jpg,https://masp.org.br/acervo/obra/interior-com-duas-criancas,interior-com-duas-criancas,interior-com-duas-criancas site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/rampa-do-porto-bispo-em-santos,rampa-do-porto-bispo-em-santos,rampa-do-porto-bispo-em-santos site:https://masp.org.br/acervo/
"Rampa do Porto do Bispo em Santos, 1900",Benedito Calixto,https://assets.masp.org.br/uploads/collection/PY7pTnvsdOYOjJR0rwIIQaiiVIPOfjFR.jpg,https://masp.org.br/acervo/obra/rampa-do-porto-do-bispo-em-santos,rampa-do-porto-do-bispo-em-santos,rampa-do-porto-do-bispo-em-santos site:https://masp.org.br/acervo/
"Paisagem fluvial, 1900",Henri Harpignies,https://assets.masp.org.br/uploads/collection/t1GlVW8D7ijQLglLtfylcDpX8msBPqcJ.jpg,https://masp.org.br/acervo/obra/paisagem-fluvial,paisagem-fluvial,paisagem-fluvial site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/henriette-bruch,henriette-bruch,henriette-bruch site:https://masp.org.br/acervo/
"Retrato de Octave Raquin, 1901",Henri de Toulouse-Lautrec,https://assets.masp.org.br/uploads/collection/GacBd1jcuNtky7ep6TYFVscnudPonyAm.jpg,https://masp.org.br/acervo/obra/retrato-de-octave-raquin,retrato-de-octave-raquin,retrato-de-octave-raquin site:https://masp.org.br/acervo/
"Paul Viaud em almirante do século XVIII (o almirante Viaud), 1901",Henri de Toulouse-Lautrec,https://assets.masp.org.br/uploads/collection/LwL7pxqoTARuYPq6H3UsvAfy2S7ACzdm.jpg,https://masp.org.br/acervo/obra/paul-viaud-em-almirante-do-seculo-xviii-o-almirante-viaud,paul-viaud-em-almirante-do-seculo-xviii-o-almirante-viaud,paul-viaud-em-almirante-do-seculo-xviii-o-almirante-viaud site:https://masp.org.br/acervo/
"Senhora com chápeu de palha (passeio matinal), 1902-05",Giovanni Boldini,https://assets.masp.org.br/uploads/collection/vggKKNULTsMP5N0hxwPHWbWma4SVNttw.jpg,https://masp.org.br/acervo/obra/senhora-com-chapeu-de-palha-passeio-matinal,senhora-com-chapeu-de-palha-passeio-matinal,senhora-com-chapeu-de-palha-passeio-matinal site:https://masp.org.br/acervo/
"Retrato de Coco (Claude Renoir), 1903-04",Pierre-Auguste Renoir,https://assets.masp.org.br/uploads/collection/tnVkFNvao07Ni2o3JgDlGzvLFBRiYKLz.jpg,https://masp.org.br/acervo/obra/retrato-de-coco-claude-renoir,retrato-de-coco-claude-renoir,retrato-de-coco-claude-renoir site:https://masp.org.br/acervo/
"Mulher enxugando a perna esquerda, 1903",Edgar Degas,https://assets.masp.org.br/uploads/collection/oHXAloOpOVIAHySsSyCVwjDSgLGRAYva.jpg,https://masp.org.br/acervo/obra/mulher-enxugando-a-perna-esquerda,mulher-enxugando-a-perna-esquerda,mulher-enxugando-a-perna-esquerda site:https://masp.org.br/acervo/
"Interior de laboratório, 1903",José Júlio de Souza Pinto,https://assets.masp.org.br/uploads/collection/epbrL5CbzdHsrOef64S9BsxgZDQpOIOg.jpg,https://masp.org.br/acervo/obra/interior-de-laboratorio,interior-de-laboratorio,interior-de-laboratorio site:https://masp.org.br/acervo/
"Retrato de Suzanne Bloch, 1904",Pablo Picasso,https://assets.masp.org.br/uploads/collection/it5RS5czhm99ukST4LKdXqJfsVf4d2hP.jpg,https://masp.org.br/acervo/obra/retrato-de-suzanne-bloch,retrato-de-suzanne-bloch,retrato-de-suzanne-bloch site:https://masp.org.br/acervo/
"Quatro cabeças (Jean Renoir), 1905-06",Pierre-Auguste Renoir,https://assets.masp.org.br/uploads/collection/mVvvoLFzToymcYAI1NueYQRfhp8G7nmM.jpg,https://masp.org.br/acervo/obra/quatro-cabecas-jean-renoir,quatro-cabecas-jean-renoir,quatro-cabecas-jean-renoir site:https://masp.org.br/acervo/
"Toalete (Fernande), 1906",Pablo Picasso,https://assets.masp.org.br/uploads/collection/fL1EHoKtUjOTmt9lmdu3cBCDbX4bGCfA.jpg,https://masp.org.br/acervo/obra/toalete-fernande,toalete-fernande,toalete-fernande site:https://masp.org.br/acervo/
"Barco na praia, 1907",Rodolfo Chambelland,https://assets.masp.org.br/uploads/collection/BDraq7xS047fuuguS9XVLA1LSM9RDDUJ.jpg,https://masp.org.br/acervo/obra/barco-na-praia,barco-na-praia,barco-na-praia site:https://masp.org.br/acervo/
"Retrato de Claude Renoir, circa 1908",Pierre-Auguste Renoir,https://assets.masp.org.br/uploads/collection/xdZUkDeim1jXxNQ5hy76hLDZLZ2SadZc.jpg,https://masp.org.br/acervo/obra/retrato-de-claude-renoir,retrato-de-claude-renoir,retrato-de-claude-renoir site:https://masp.org.br/acervo/
"A dama de verde, 1908",Arthur Timótheo da Costa,https://assets.masp.org.br/uploads/collection/YgTFVE5rvsAz2GZWUgaIk9MZp9djc7kP.jpg,https://masp.org.br/acervo/obra/a-dama-de-verde,a-dama-de-verde,a-dama-de-verde site:https://masp.org.br/acervo/
"Busto de homem (o atleta), 1909",Pablo Picasso,https://assets.masp.org.br/uploads/collection/1iHhVL06WUJRCR7N1NgQlLIB04fcADTw.jpg,https://masp.org.br/acervo/obra/busto-de-homem-o-atleta,busto-de-homem-o-atleta,busto-de-homem-o-atleta site:https://masp.org.br/acervo/
"Iracema, 1909",Antônio Parreiras,https://assets.masp.org.br/uploads/collection/rjIQiRpWT6RIPcofoXFS8TdF21gsHf7H.jpg,https://masp.org.br/acervo/obra/iracema,iracema,iracema site:https://masp.org.br/acervo/
"O Sena, 1909",Lucílio de Albuquerque,https://assets.masp.org.br/uploads/collection/rvvkfYqxiKQbzVy4ooXyMK8HFkwsMhbH.jpg,https://masp.org.br/acervo/obra/o-sena,o-sena,o-sena site:https://masp.org.br/acervo/
"Banhista enxugando a perna direita, circa 1910",Pierre-Auguste Renoir,https://assets.masp.org.br/uploads/collection/AFIU5cWX6GQ3abXmszJqXsgCOSksN32x.jpg,https://masp.org.br/acervo/obra/banhista-enxugando-a-perna-direita,banhista-enxugando-a-perna-direita,banhista-enxugando-a-perna-direita site:https://masp.org.br/acervo/
"Dois cavaleiros, 1910",Mikhail Larionov,https://assets.masp.org.br/uploads/collection/0zB2llIAlwkn6pxUfMs0MDGW8tMCF1gt.jpg,https://masp.org.br/acervo/obra/dois-cavaleiros,dois-cavaleiros,dois-cavaleiros site:https://masp.org.br/acervo/
"O lenhador, 1910",Ferdinand Hodler,https://assets.masp.org.br/uploads/collection/pAVjqvUVKfEXQftq32drIHyXMHg64l7O.jpg,https://masp.org.br/acervo/obra/o-lenhador,o-lenhador,o-lenhador site:https://masp.org.br/acervo/
"Veleiros na tempestade, 1910",Max Pechstein,https://assets.masp.org.br/uploads/collection/l7AH9bbmsBpp0PYEEkRs2UWzqjIsxZo3.jpg,https://masp.org.br/acervo/obra/veleiros-na-tempestade,veleiros-na-tempestade,veleiros-na-tempestade site:https://masp.org.br/acervo/
"Banhista enxugando o braço direito – Grande nu sentado, 1912",Pierre-Auguste Renoir,https://assets.masp.org.br/uploads/collection/dPl77lm1x1GydemqTvXgzmGt1kl5Ipyj.jpg,https://masp.org.br/acervo/obra/banhista-enxugando-o-braco-direito-grande-nu-sentado,banhista-enxugando-o-braco-direito-grande-nu-sentado,banhista-enxugando-o-braco-direito-grande-nu-sentado site:https://masp.org.br/acervo/
"Pescadores perto do Palazzo Donn'Anna em Posillipo, Nápoles, 1914",Eduardo Dalbono,https://assets.masp.org.br/uploads/collection/YH1vabeVpJyDfgxDPxWd9CLqNFguFo6B.jpg,https://masp.org.br/acervo/obra/pescadores-perto-do-palazzo-donnanna-em-posillipo-napoles,pescadores-perto-do-palazzo-donnanna-em-posillipo-napoles,pescadores-perto-do-palazzo-donnanna-em-posillipo-napoles site:https://masp.org.br/acervo/
"Retrato de Diego Rivera, 1916",Amedeo Modigliani,https://assets.masp.org.br/uploads/collection/dl8DKyPPN1nF6rRhygYBnXjeFdX3B6GY.jpg,https://masp.org.br/acervo/obra/retrato-de-diego-rivera,retrato-de-diego-rivera,retrato-de-diego-rivera site:https://masp.org.br/acervo/
"A estudante, 1915-16",Anita Malfatti,https://assets.masp.org.br/uploads/collection/qMpcPaBnNkBQtj1CRbjM51EWmFLel0E8.jpg,https://masp.org.br/acervo/obra/a-estudante,a-estudante,a-estudante site:https://masp.org.br/acervo/
"Retrato de Leopold Zborowski, 1916-19",Amedeo Modigliani,https://assets.masp.org.br/uploads/collection/rUceSX5a9lLwXRHCTk1d3iDLFeSDIQHu.jpg,https://masp.org.br/acervo/obra/retrato-de-leopold-zborowski,retrato-de-leopold-zborowski,retrato-de-leopold-zborowski site:https://masp.org.br/acervo/
"Chakoska, 1917",Amedeo Modigliani,https://assets.masp.org.br/uploads/collection/L5qMnfyMtHIWWSoxwgjbIZKJQU1KHZoP.jpg,https://masp.org.br/acervo/obra/chakoska,chakoska,chakoska site:https://masp.org.br/acervo/
"Madame G. van Muyden, 1916-17",Amedeo Modigliani,https://assets.masp.org.br/uploads/collection/qAc87QQ56Mmbu9mqQlhpVd7Uf9rgQgjh.jpg,https://masp.org.br/acervo/obra/madame-g-van-muyden,madame-g-van-muyden,madame-g-van-muyden site:https://masp.org.br/acervo/
"Renée, 1917",Amedeo Modigliani,https://assets.masp.org.br/uploads/collection/QCnPlk7uHCKt5B88IoOtBIucGRTSuC9k.jpg,https://masp.org.br/acervo/obra/renee,renee,renee site:https://masp.org.br/acervo/
"O menino, 1917",Arthur Timótheo da Costa,https://assets.masp.org.br/uploads/collection/lQGqxbuIBEsYPKNoNzd7ktspI2rdMsVI.jpg,https://masp.org.br/acervo/obra/o-menino,o-menino,o-menino site:https://masp.org.br/acervo/
"Flores, 1917",Eliseu Visconti,https://assets.masp.org.br/uploads/collection/3OqmtAot0acs8QOY8COSL83eyOrME0AZ.jpg,https://masp.org.br/acervo/obra/flores,flores,flores site:https://masp.org.br/acervo/
"Retrato do desembargador Gabriel Gonçalves Gomide, 1917",John Graz,https://assets.masp.org.br/uploads/collection/vYzB5UBHOqxfntIhfbggXBftcWzpB6l8.jpg,https://masp.org.br/acervo/obra/retrato-do-desembargador-gabriel-goncalves-gomide,retrato-do-desembargador-gabriel-goncalves-gomide,retrato-do-desembargador-gabriel-goncalves-gomide site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/lunia-czechowska,lunia-czechowska,lunia-czechowska site:https://masp.org.br/acervo/
"Nus,",,,https://masp.org.br/busca?search=Suzanne+Valadon,,
"Nus, 1919",Suzanne Valadon,https://assets.masp.org.br/uploads/collection/uRkSH3vw1TgzIVXhJclYyGKplHi5LzVe.jpg,https://masp.org.br/acervo/obra/nus,nus,nus site:https://masp.org.br/acervo/
"O torso de gesso, 1919",Henri Matisse,https://assets.masp.org.br/uploads/collection/Q43TTEAKNsak2UwIHWaZzB62DBoRrsv3.jpg,https://masp.org.br/acervo/obra/o-torso-de-gesso,o-torso-de-gesso,o-torso-de-gesso site:https://masp.org.br/acervo/
"Marina com regata a velas e rebocador, 1919",Carlos Balliester,https://assets.masp.org.br/uploads/collection/9SFai6rTwg7wKPDwuGSbBdqPxkIfnw7L.jpg,https://masp.org.br/acervo/obra/marina-com-regata-a-velas-e-rebocador,marina-com-regata-a-velas-e-rebocador,marina-com-regata-a-velas-e-rebocador site:https://masp.org.br/acervo/
"A ponte japonesa sobre a lagoa das ninfeias em Giverny, 1920-24",Claude Monet,https://assets.masp.org.br/uploads/collection/geKNYNddyGmRI7yPN1fuG8ObSTVpc8Bi.jpg,https://masp.org.br/acervo/obra/a-ponte-japonesa-sobre-a-lagoa-das-ninfeias-em-giverny,a-ponte-japonesa-sobre-a-lagoa-das-ninfeias-em-giverny,a-ponte-japonesa-sobre-a-lagoa-das-ninfeias-em-giverny site:https://masp.org.br/acervo/
"Interior de indigentes, 1920",Lasar Segall,https://assets.masp.org.br/uploads/collection/ytXRqX1TxtCH7GttfH2XS0wDTA227vFs.jpg,https://masp.org.br/acervo/obra/interior-de-indigentes,interior-de-indigentes,interior-de-indigentes site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/tres-nus-femininos,tres-nus-femininos,tres-nus-femininos site:https://masp.org.br/acervo/
"Paisagem de porto, 1920",Othon Friesz,https://assets.masp.org.br/uploads/collection/aMnqt6pBBovDhAbbQFiOuxI9G7nBQY86.jpg,https://masp.org.br/acervo/obra/paisagem-de-porto,paisagem-de-porto,paisagem-de-porto site:https://masp.org.br/acervo/
"Fazenda de Brejinho, 1920",João Baptista da Costa,https://assets.masp.org.br/uploads/collection/nBsbPPeVAzgUQmnJTlKXdflvaq0lqK9v.jpg,https://masp.org.br/acervo/obra/fazenda-de-brejinho,fazenda-de-brejinho,fazenda-de-brejinho site:https://masp.org.br/acervo/
"Beduíno, 1920",Rodolfo Amoedo,https://assets.masp.org.br/uploads/collection/McCeXRFwZA91cEWppw1n4rg5iIHDPjBk.jpg,https://masp.org.br/acervo/obra/beduino,beduino,beduino site:https://masp.org.br/acervo/
"Vendedor de gado, 1922",Marc Chagall,https://assets.masp.org.br/uploads/collection/MKI6YYLnw9jF9JJMbsjcxXM3EbETy5eK.jpg,https://masp.org.br/acervo/obra/vendedor-de-gado,vendedor-de-gado,vendedor-de-gado site:https://masp.org.br/acervo/
"Paisagem com canoa na margem, 1922",Alfredo Andersen,https://assets.masp.org.br/uploads/collection/F0IFPWxjWOMtzjzvdl5tPZMxxaWcw6nM.jpg,https://masp.org.br/acervo/obra/paisagem-com-canoa-na-margem,paisagem-com-canoa-na-margem,paisagem-com-canoa-na-margem site:https://masp.org.br/acervo/
"Menino nu e tartaruga, 1923",Vicente do Rego Monteiro,https://assets.masp.org.br/uploads/collection/riuclbSwcm1GcPD80RP6hvTCNah9cpNO.jpg,https://masp.org.br/acervo/obra/menino-nu-e-tartaruga,menino-nu-e-tartaruga,menino-nu-e-tartaruga site:https://masp.org.br/acervo/
"A compoteira de peras, 1923",Fernand Léger,https://assets.masp.org.br/uploads/collection/jwGosjpc6VgQjwYaeJH8mxFNgmR2KiPi.jpg,https://masp.org.br/acervo/obra/a-compoteira-de-peras,a-compoteira-de-peras,a-compoteira-de-peras site:https://masp.org.br/acervo/
"Autorretrato, 1940",Victor Brecheret,https://assets.masp.org.br/uploads/collection/oOmtMxhrbMXlVx1kxMNfueR4IqBGukA7.jpg,https://masp.org.br/acervo/obra/autorretrato-1,autorretrato-1,autorretrato-1 site:https://masp.org.br/acervo/
"Retrato de Gianfranco Contini aos dezesseis anos e uma marinha, 1928",Filippo de Pisis,https://assets.masp.org.br/uploads/collection/yMGcYs7Jzj1uEkAaww79ytLVWIaAlkt8.jpg,https://masp.org.br/acervo/obra/retrato-de-gianfranco-contini-aos-dezesseis-anos-e-uma-marinha,retrato-de-gianfranco-contini-aos-dezesseis-anos-e-uma-marinha,retrato-de-gianfranco-contini-aos-dezesseis-anos-e-uma-marinha site:https://masp.org.br/acervo/
"Paisagem urbana, 1929",Rudolf Jacobi,https://assets.masp.org.br/uploads/collection/MvP6uqhSdVga5XqKYuvZCEh0pA5DapXL.jpg,https://masp.org.br/acervo/obra/paisagem-urbana,paisagem-urbana,paisagem-urbana site:https://masp.org.br/acervo/
"Cinco moças de Guaratinguetá, 1930",Emiliano Di Cavalcanti,https://assets.masp.org.br/uploads/collection/Gaqi28lXnpFUdGbi3oGHleENbXlxKHlu.jpg,https://masp.org.br/acervo/obra/cinco-mocas-de-guaratingueta,cinco-mocas-de-guaratingueta,cinco-mocas-de-guaratingueta site:https://masp.org.br/acervo/
"Senhora sentada (a conversa), 1904-05",Giovanni Boldini,https://assets.masp.org.br/uploads/collection/tmBDeBZtUhUIBuApvySQPfiYCxAJHLAH.jpg,https://masp.org.br/acervo/obra/senhora-sentada-a-conversa,senhora-sentada-a-conversa,senhora-sentada-a-conversa site:https://masp.org.br/acervo/
"A renúncia de ser rei – Aclamação de Amador Bueno, 1931",Oscar Pereira da Silva,https://assets.masp.org.br/uploads/collection/cxmGGWBSGulI0fibI2yA6YA6nKHMzKCr.jpg,https://masp.org.br/acervo/obra/a-renuncia-de-ser-rei-aclamacao-de-amador-bueno,a-renuncia-de-ser-rei-aclamacao-de-amador-bueno,a-renuncia-de-ser-rei-aclamacao-de-amador-bueno site:https://masp.org.br/acervo/
"Nu feminino deitado, 1932",Flávio de Carvalho,https://assets.masp.org.br/uploads/collection/dOvJ1mb0mXzIEQKaCMMMPcZx4etlkJmR.jpg,https://masp.org.br/acervo/obra/nu-feminino-deitado,nu-feminino-deitado,nu-feminino-deitado site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/busto-do-poeta-felippe-daudt-doliveira,busto-do-poeta-felippe-daudt-doliveira,busto-do-poeta-felippe-daudt-doliveira site:https://masp.org.br/acervo/
"O lavrador de café, 1934",Candido Portinari,https://assets.masp.org.br/uploads/collection/k3Si2GZdIUf7aumoDG5TircajN5MRG8N.jpg,https://masp.org.br/acervo/obra/o-lavrador-de-cafe,o-lavrador-de-cafe,o-lavrador-de-cafe site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/o-senhor-queiroz-lima,o-senhor-queiroz-lima,o-senhor-queiroz-lima site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/sacre-coeur-de-montmartre-e-chateau-des-brovillards,sacre-coeur-de-montmartre-e-chateau-des-brovillards,sacre-coeur-de-montmartre-e-chateau-des-brovillards site:https://masp.org.br/acervo/
"Guitarrista e duas figuras femininas, 1934",Marie Laurencin,https://assets.masp.org.br/uploads/collection/0pZRFHPrq7rZfaFVZKHfKcOSCLl2lAsK.jpg,https://masp.org.br/acervo/obra/guitarrista-e-duas-figuras-femininas,guitarrista-e-duas-figuras-femininas,guitarrista-e-duas-figuras-femininas site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/blue-room-trent-park,blue-room-trent-park,blue-room-trent-park site:https://masp.org.br/acervo/
"Rabat, a ponta das Oudaïas, 1935",Albert Marquet,https://assets.masp.org.br/uploads/collection/BkaxM7CsiC8E6yK85yXEIsuhRwl5n88w.jpg,https://masp.org.br/acervo/obra/rabat-a-ponta-das-oudaias,rabat-a-ponta-das-oudaias,rabat-a-ponta-das-oudaias site:https://masp.org.br/acervo/
"Varredores de rua (os garis), 1935",Carlos Prado,https://assets.masp.org.br/uploads/collection/ZxrLkt4L9sbViKFkBsheWasSJBozpB9R.jpg,https://masp.org.br/acervo/obra/varredores-de-rua-os-garis,varredores-de-rua-os-garis,varredores-de-rua-os-garis site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/retrato-de-inah-prudente-de-moraes,retrato-de-inah-prudente-de-moraes,retrato-de-inah-prudente-de-moraes site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/interior-com-figuras-femininas,interior-com-figuras-femininas,interior-com-figuras-femininas site:https://masp.org.br/acervo/
"Fuzileiro naval, 1938",Roberto Burle Marx,https://assets.masp.org.br/uploads/collection/PbVJVCJZL4htwsc62iRjcbcp6sjEUD0U.jpg,https://masp.org.br/acervo/obra/fuzileiro-naval,fuzileiro-naval,fuzileiro-naval site:https://masp.org.br/acervo/
"Moças do Boulevard Raspail, 1939",Noemia Mourão,https://assets.masp.org.br/uploads/collection/8qWJdw7uSbgEswlhJ27kDoHnAsOj1XCp.jpg,https://masp.org.br/acervo/obra/mocas-do-boulevard-raspail,mocas-do-boulevard-raspail,mocas-do-boulevard-raspail site:https://masp.org.br/acervo/
"São Francisco, 1941",Candido Portinari,https://assets.masp.org.br/uploads/collection/MtfyN3o4PCjXcS1L83OjoC1sWrDpC0bp.jpg,https://masp.org.br/acervo/obra/sao-francisco,sao-francisco,sao-francisco site:https://masp.org.br/acervo/
"Autorretrato com marreta, 1941",José Pancetti,https://assets.masp.org.br/uploads/collection/iDbOF104k9Zx2qAdVLklMfTitKV48Y5q.jpg,https://masp.org.br/acervo/obra/autorretrato-com-marreta,autorretrato-com-marreta,autorretrato-com-marreta site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/o-ultimo-baluarte-a-ira-das-maes,o-ultimo-baluarte-a-ira-das-maes,o-ultimo-baluarte-a-ira-das-maes site:https://masp.org.br/acervo/
"Briga de cachorros, 1942",Carybé,https://assets.masp.org.br/uploads/collection/YQxKdSs3mWU5GrHB8mkJEqZ5vf5Lf5sp.jpg,https://masp.org.br/acervo/obra/briga-de-cachorros,briga-de-cachorros,briga-de-cachorros site:https://masp.org.br/acervo/
"A grande árvore, 1942",Chaïm Soutine,https://assets.masp.org.br/uploads/collection/1h6PV6XQC9L7PWuX2brnRoT0hE4WFnfu.jpg,https://masp.org.br/acervo/obra/a-grande-arvore,a-grande-arvore,a-grande-arvore site:https://masp.org.br/acervo/
"Guerra, 1942",Lasar Segall,https://assets.masp.org.br/uploads/collection/Mfh3gGXPxbxRSEcc82yAsoQBM3ii3xOa.jpg,https://masp.org.br/acervo/obra/guerra,guerra,guerra site:https://masp.org.br/acervo/
"Duas amigas, circa 1943",Ernesto De Fiori,https://assets.masp.org.br/uploads/collection/F3Xn1M9CSXKAvUGrrSsukY4g18cRT7gT.jpg,https://masp.org.br/acervo/obra/duas-amigas,duas-amigas,duas-amigas site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/a-justica-de-salomao,a-justica-de-salomao,a-justica-de-salomao site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/o-sacrificio-de-abrahao,o-sacrificio-de-abrahao,o-sacrificio-de-abrahao site:https://masp.org.br/acervo/
