titles,authors,images,urls,name,search
"Retrato do cardeal don Luis Maria de Borbon y Vallabriga, 1798-1800",Francisco Goya y Lucientes,https://assets.masp.org.br/uploads/collection/Dkipl5aMsQxycSNXa5unjMPwTkE6ZEZ1.jpg,https://masp.org.br/acervo/obra/retrato-do-cardeal-don-luis-maria-de-borbon-y-vallabriga,retrato-do-cardeal-don-luis-maria-de-borbon-y-vallabriga,retrato-do-cardeal-don-luis-maria-de-borbon-y-vallabriga site:https://masp.org.br/acervo/
"Retrato da condessa de Casa Flores, 1790-97",Francisco Goya y Lucientes,https://assets.masp.org.br/uploads/collection/tdue53R9lgIIkxSn9QusjcgdJJsMX2mX.jpg,https://masp.org.br/acervo/obra/retrato-da-condessa-de-casa-flores,retrato-da-condessa-de-casa-flores,retrato-da-condessa-de-casa-flores site:https://masp.org.br/acervo/
"Retrato de D. Carlota Joaquina, rainha de Portugal, 1802-06",Domingos António de Sequeira,https://assets.masp.org.br/uploads/collection/z3pZ4gmmPWh9z48Lhb0oH236ahauvrIH.jpg,https://masp.org.br/acervo/obra/retrato-de-d-carlota-joaquina-rainha-de-portugal,retrato-de-d-carlota-joaquina-rainha-de-portugal,retrato-de-d-carlota-joaquina-rainha-de-portugal site:https://masp.org.br/acervo/
"Retrato de D. João VI, rei de Portugal, 1802-06",Domingos António de Sequeira,https://assets.masp.org.br/uploads/collection/DKWtDt6cVuY6ckRZjNYQMWSNmTAGKIoX.jpg,https://masp.org.br/acervo/obra/retrato-de-d-joao-vi-rei-de-portugal,retrato-de-d-joao-vi-rei-de-portugal,retrato-de-d-joao-vi-rei-de-portugal site:https://masp.org.br/acervo/
"Os filhos de sir Samuel Fludyer, 1806",Thomas Lawrence,https://assets.masp.org.br/uploads/collection/mTT6MSYOwzOiVG7Tl0xlTq8rH5VaXeYo.jpg,https://masp.org.br/acervo/obra/os-filhos-de-sir-samuel-fludyer,os-filhos-de-sir-samuel-fludyer,os-filhos-de-sir-samuel-fludyer site:https://masp.org.br/acervo/
"Retrato de Fernando VII, 1808",Francisco Goya y Lucientes,https://assets.masp.org.br/uploads/collection/0WWvGkLbEDqWbusq6Fv9FkUhGxHfNdHw.jpg,https://masp.org.br/acervo/obra/retrato-de-fernando-vii,retrato-de-fernando-vii,retrato-de-fernando-vii site:https://masp.org.br/acervo/
"General sir William Maxwell, 1810-15",Henry Raeburn,https://assets.masp.org.br/uploads/collection/CymsAvDyQig191wx8frGNfO5UrG5tl5z.jpg,https://masp.org.br/acervo/obra/general-sir-william-maxwell,general-sir-william-maxwell,general-sir-william-maxwell site:https://masp.org.br/acervo/
"Paisagem da Guanabara, 1818",Thomas Ender,https://assets.masp.org.br/uploads/collection/T2hoYTQDKFACtKcqZOOJZ8Qz3IFYdX8c.jpg,https://masp.org.br/acervo/obra/paisagem-da-guanabara,paisagem-da-guanabara,paisagem-da-guanabara site:https://masp.org.br/acervo/
"Johann Carl Friedrich Bruch, 1819",Johann Georg Schlesinger,https://assets.masp.org.br/uploads/collection/hlir8ZRFWj71Uomj37AsWFX5QbVCBZdQ.jpg,https://masp.org.br/acervo/obra/johann-carl-friedrich-bruch,johann-carl-friedrich-bruch,johann-carl-friedrich-bruch site:https://masp.org.br/acervo/
"Friderike Phillipine Bruch, 1819",Johann Georg Schlesinger,https://assets.masp.org.br/uploads/collection/HOvXkyez0KhihnPPh3Jmufi0EjY41lDx.jpg,https://masp.org.br/acervo/obra/friderike-phillipine-bruch,friderike-phillipine-bruch,friderike-phillipine-bruch site:https://masp.org.br/acervo/
"A catedral de Salisbury vista do Jardim do Bispo, 1821-22",John Constable,https://assets.masp.org.br/uploads/collection/VSDfCeAOEgcI1yca4cbjH03G7ehxRJSi.jpg,https://masp.org.br/acervo/obra/a-catedral-de-salisbury-vista-do-jardim-do-bispo,a-catedral-de-salisbury-vista-do-jardim-do-bispo,a-catedral-de-salisbury-vista-do-jardim-do-bispo site:https://masp.org.br/acervo/
"Lord Charles Stuart, circa 1825",Desconhecido (Pintor inglês),https://assets.masp.org.br/uploads/collection/UbGE2QxDX8XV5OAQd6N8YYpRLTONEiKk.jpg,https://masp.org.br/acervo/obra/lord-charles-stuart,lord-charles-stuart,lord-charles-stuart site:https://masp.org.br/acervo/
"Panorama da Baía de Guanabara, 1825",Maria Graham,https://assets.masp.org.br/uploads/collection/gB4xveFHkLbxJ0pioGV4iRhJZ8RJrN64.jpg,https://masp.org.br/acervo/obra/panorama-da-baia-de-guanabara,panorama-da-baia-de-guanabara,panorama-da-baia-de-guanabara site:https://masp.org.br/acervo/
"A Virgem do véu azul, 1827",Jean-Auguste Dominique Ingres,https://assets.masp.org.br/uploads/collection/hzCPHCFaDerkZ9ohIoVLrlmQk94Y6gmv.jpg,https://masp.org.br/acervo/obra/a-virgem-do-veu-azul,a-virgem-do-veu-azul,a-virgem-do-veu-azul site:https://masp.org.br/acervo/
"O castelo de Caernarvon, 1830-35",William Turner,https://assets.masp.org.br/uploads/collection/dK8RS7monAxiEOq0i8TUwXzljktQCQdR.jpg,https://masp.org.br/acervo/obra/o-castelo-de-caernarvon,o-castelo-de-caernarvon,o-castelo-de-caernarvon site:https://masp.org.br/acervo/
"Cristo abençoador, 1834",Jean-Auguste Dominique Ingres,https://assets.masp.org.br/uploads/collection/uwMHtnF1115h2AdDeNRI92ObpRjnS2vR.jpg,https://masp.org.br/acervo/obra/cristo-abencoador,cristo-abencoador,cristo-abencoador site:https://masp.org.br/acervo/
"Jovem de ombro nu, circa 1835",Jean-Baptiste Camille Corot,https://assets.masp.org.br/uploads/collection/yABr3pQVa3oBNs94D4Q9NEwNdxXCD0lo.jpg,https://masp.org.br/acervo/obra/jovem-de-ombro-nu,jovem-de-ombro-nu,jovem-de-ombro-nu site:https://masp.org.br/acervo/
"Laurent-Denis Sennegon, 1842",Jean-Baptiste Camille Corot,https://assets.masp.org.br/uploads/collection/f3cvXT86lg1ooToBNBHhR6adc43MJHlU.jpg,https://masp.org.br/acervo/obra/laurent-denis-sennegon,laurent-denis-sennegon,laurent-denis-sennegon site:https://masp.org.br/acervo/
"Zélie Courbet, 1847",Gustave Courbet,https://assets.masp.org.br/uploads/collection/KwoDHyLZd90Oz2bX29B4KHbK9b7xIgYl.jpg,https://masp.org.br/acervo/obra/zelie-courbet,zelie-courbet,zelie-courbet site:https://masp.org.br/acervo/
"Interior com menina que lê, 1876-86",Henrique Bernardelli,https://assets.masp.org.br/uploads/collection/05ZDs0RHshgtvjdk8oWMN490rqk1JM0c.jpg,https://masp.org.br/acervo/obra/interior-com-menina-que-le,interior-com-menina-que-le,interior-com-menina-que-le site:https://masp.org.br/acervo/
"Paisagem de Ouro Preto, 1876-86",Henrique Bernardelli,https://assets.masp.org.br/uploads/collection/9v8ldZU8qImMFKDLt1HzMJ8sZ1tBoc1e.jpg,https://masp.org.br/acervo/obra/paisagem-de-ouro-preto,paisagem-de-ouro-preto,paisagem-de-ouro-preto site:https://masp.org.br/acervo/
"A primavera – Eurídice colhendo flores é mordida por uma cobra (A morte de Eurídice) – As quatro estações de Hartmann, 1856-63",Eugène Delacroix,https://assets.masp.org.br/uploads/collection/nn45P7nsfKLHw7h2lW3toBAsGu65BY9N.jpg,https://masp.org.br/acervo/obra/a-primavera-euridice-colhendo-flores-e-mordida-por-uma-cobra-a-morte-de-euridice-as-quatro-estacoes-de-hartmann,a-primavera-euridice-colhendo-flores-e-mordida-por-uma-cobra-a-morte-de-euridice-as-quatro-estacoes-de-hartmann,a-primavera-euridice-colhendo-flores-e-mordida-por-uma-cobra-a-morte-de-euridice-as-quatro-estacoes-de-hartmann site:https://masp.org.br/acervo/
"O verão – Diana surpreendida por Acteão, 1856-63",Eugène Delacroix,https://assets.masp.org.br/uploads/collection/X7Txi51C5N5gPEiUmlxI8adzCDyFwpS3.jpg,https://masp.org.br/acervo/obra/o-verao-diana-surpreendida-por-acteao,o-verao-diana-surpreendida-por-acteao,o-verao-diana-surpreendida-por-acteao site:https://masp.org.br/acervo/
"O outono – Baco e Ariadne, 1856-63",Eugène Delacroix,https://assets.masp.org.br/uploads/collection/OB0luosge285trbUedkJjtRy2ainu6Tp.jpg,https://masp.org.br/acervo/obra/o-outono-baco-e-ariadne,o-outono-baco-e-ariadne,o-outono-baco-e-ariadne site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/o-inverno-juno-implora-a-eolo-a-destruicao-da-frota-de-eneas-as-quatro-estacoes-de-hartmann,o-inverno-juno-implora-a-eolo-a-destruicao-da-frota-de-eneas-as-quatro-estacoes-de-hartmann,o-inverno-juno-implora-a-eolo-a-destruicao-da-frota-de-eneas-as-quatro-estacoes-de-hartmann site:https://masp.org.br/acervo/
"Ponta da Armação em Niterói, 1819-20",Henry Chamberlain,https://assets.masp.org.br/uploads/collection/sQAqT7Gwtsuu0szSQ3hUEmQZZ4q91mDM.jpg,https://masp.org.br/acervo/obra/ponta-da-armacao-em-niteroi,ponta-da-armacao-em-niteroi,ponta-da-armacao-em-niteroi site:https://masp.org.br/acervo/
"A ponta do calabouço, 1819-20",Henry Chamberlain,https://assets.masp.org.br/uploads/collection/yoOlUFHYVDDPlFojofoeL8z8WSvNm4rz.jpg,https://masp.org.br/acervo/obra/a-ponta-do-calabouco,a-ponta-do-calabouco,a-ponta-do-calabouco site:https://masp.org.br/acervo/
"Retrato de don Juan Antonio Llorente, 1809-13",Francisco Goya y Lucientes,https://assets.masp.org.br/uploads/collection/1PNjFNpxm5x7DR686kdwWMb73KTxId6M.jpg,https://masp.org.br/acervo/obra/retrato-de-don-juan-antonio-llorente,retrato-de-don-juan-antonio-llorente,retrato-de-don-juan-antonio-llorente site:https://masp.org.br/acervo/
"Busto masculino, Sem data",José Ferraz de Almeida Júnior,https://assets.masp.org.br/uploads/collection/VQNG8nswBmyplI1TxPjzDjTpBsdl1LVL.jpg,https://masp.org.br/acervo/obra/busto-masculino,busto-masculino,busto-masculino site:https://masp.org.br/acervo/
"Moça com livro, Sem data",José Ferraz de Almeida Júnior,https://assets.masp.org.br/uploads/collection/VdH9dEHYuTjJhvWeS6j6WrbBcZoyLlZU.jpg,https://masp.org.br/acervo/obra/moca-com-livro,moca-com-livro,moca-com-livro site:https://masp.org.br/acervo/
"Cachoeira de Paulo Afonso, 1850",E. F. Schute,https://assets.masp.org.br/uploads/collection/zDGhuLdR08PJk3lgsVGUiSXlk0Y61lnR.jpg,https://masp.org.br/acervo/obra/cachoeira-de-paulo-afonso-1,cachoeira-de-paulo-afonso-1,cachoeira-de-paulo-afonso-1 site:https://masp.org.br/acervo/
"Angélica acorrentada, 1859",Jean-Auguste Dominique Ingres,https://assets.masp.org.br/uploads/collection/f1wjKvB0nPGRv7w99ZWBBL4h0QpRD6Ks.jpg,https://masp.org.br/acervo/obra/angelica-acorrentada,angelica-acorrentada,angelica-acorrentada site:https://masp.org.br/acervo/
"Paisagem com camponesa, 1861",Jean-Baptiste Camille Corot,https://assets.masp.org.br/uploads/collection/EAxuj8egGJF5UyKYMptP6QtWjuaIJ2S3.jpg,https://masp.org.br/acervo/obra/paisagem-com-camponesa,paisagem-com-camponesa,paisagem-com-camponesa site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/natureza-morta-com-macaco-e-violao,natureza-morta-com-macaco-e-violao,natureza-morta-com-macaco-e-violao site:https://masp.org.br/acervo/
"Dom Pedro II, 1864",Victor Meirelles,https://assets.masp.org.br/uploads/collection/dxSDvkFF9SKQ2xLaPFRCpHb6a0Nj5LEy.jpg,https://masp.org.br/acervo/obra/dom-pedro-ii,dom-pedro-ii,dom-pedro-ii site:https://masp.org.br/acervo/
"Dona Tereza Cristina, 1864",Victor Meirelles,https://assets.masp.org.br/uploads/collection/h0wZeZaDL8LG2fZfjldHpHJXiPFbz0NL.jpg,https://masp.org.br/acervo/obra/dona-tereza-cristina,dona-tereza-cristina,dona-tereza-cristina site:https://masp.org.br/acervo/
"Paisagem nos arredores do Rio de Janeiro, 1864",Henri Nicolas Vinet,https://assets.masp.org.br/uploads/collection/PteRTtMfjPVTuJkLylfgwbavrVbryzol.jpg,https://masp.org.br/acervo/obra/paisagem-nos-arredores-do-rio-de-janeiro,paisagem-nos-arredores-do-rio-de-janeiro,paisagem-nos-arredores-do-rio-de-janeiro site:https://masp.org.br/acervo/
"Moema, 1866",Victor Meirelles,https://assets.masp.org.br/uploads/collection/ZudIWmwhUBTWRCgR2oFleorjoKBSSqlm.jpg,https://masp.org.br/acervo/obra/moema,moema,moema site:https://masp.org.br/acervo/
"O pintor Le Coeur caçando na floresta de Fontainebleau, 1866",Pierre-Auguste Renoir,https://assets.masp.org.br/uploads/collection/XbIIQayjDgweOisp2kCmIwtBc1y5d3uq.jpg,https://masp.org.br/acervo/obra/o-pintor-le-coeur-cacando-na-floresta-de-fontainebleau,o-pintor-le-coeur-cacando-na-floresta-de-fontainebleau,o-pintor-le-coeur-cacando-na-floresta-de-fontainebleau site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/o-negro-cipiao,o-negro-cipiao,o-negro-cipiao site:https://masp.org.br/acervo/
"Vista de Desterro (Florianópolis), 1867",Joseph Bruggemann,https://assets.masp.org.br/uploads/collection/IqcdlhdSnsgysgdtsvor4dkDABY7eSak.jpg,https://masp.org.br/acervo/obra/vista-de-desterro-florianopolis,vista-de-desterro-florianopolis,vista-de-desterro-florianopolis site:https://masp.org.br/acervo/
"Paul Alexis lê um manuscrito a Zola, 1869-70",Paul Cézanne,https://assets.masp.org.br/uploads/collection/fmuqS4qjYbDIxRFoAn9BGFIG5d1ykaTx.jpg,https://masp.org.br/acervo/obra/paul-alexis-le-um-manuscrito-a-zola,paul-alexis-le-um-manuscrito-a-zola,paul-alexis-le-um-manuscrito-a-zola site:https://masp.org.br/acervo/
"Enseada do Botafogo, 1869",Nicolau Facchinetti,https://assets.masp.org.br/uploads/collection/7NJ8ROX5bHyjUsrSrksg6VBXOUCAAkw7.jpg,https://masp.org.br/acervo/obra/enseada-do-botafogo,enseada-do-botafogo,enseada-do-botafogo site:https://masp.org.br/acervo/
"A banhista e o cão griffon – Lise à beira do Sena, 1870",Pierre-Auguste Renoir,https://assets.masp.org.br/uploads/collection/fojdfnUturAb1LZITDt4U9ophEc0EfMM.jpg,https://masp.org.br/acervo/obra/a-banhista-e-o-cao-griffon-lise-a-beira-do-sena,a-banhista-e-o-cao-griffon-lise-a-beira-do-sena,a-banhista-e-o-cao-griffon-lise-a-beira-do-sena site:https://masp.org.br/acervo/
"A amazona – Retrato de Marie Lefébure, 1870-75",Édouard Manet,https://assets.masp.org.br/uploads/collection/Wu4AI4PpPlaUvVlSkr8OfbVgrurKh71g.jpg,https://masp.org.br/acervo/obra/a-amazona-retrato-de-marie-lefebure,a-amazona-retrato-de-marie-lefebure,a-amazona-retrato-de-marie-lefebure site:https://masp.org.br/acervo/
"Juliette Courbet, 1873-74",Gustave Courbet,https://assets.masp.org.br/uploads/collection/tAKXXJdBjyY8vHzNt7BT32KnIWn6erYD.jpg,https://masp.org.br/acervo/obra/juliette-courbet,juliette-courbet,juliette-courbet site:https://masp.org.br/acervo/
"O Dr. José Maria Chaves, 1873",Victor Meirelles,https://assets.masp.org.br/uploads/collection/4yUgwlmlguLsb5NrIXLNoaronrkaHKbn.jpg,https://masp.org.br/acervo/obra/o-dr-jose-maria-chaves,o-dr-jose-maria-chaves,o-dr-jose-maria-chaves site:https://masp.org.br/acervo/
"Cigana com bandolim, 1874",Jean-Baptiste Camille Corot,https://assets.masp.org.br/uploads/collection/K6CuWOsSHE0wupZljBk8SHDDumYrqXzK.jpg,https://masp.org.br/acervo/obra/cigana-com-bandolim,cigana-com-bandolim,cigana-com-bandolim site:https://masp.org.br/acervo/
"Rosas num copo, 1874",Jean-Baptiste Camille Corot,https://assets.masp.org.br/uploads/collection/rfODECRwxHhv3Vxi09fE1vfHOUFasErK.jpg,https://masp.org.br/acervo/obra/rosas-num-copo,rosas-num-copo,rosas-num-copo site:https://masp.org.br/acervo/
"Monge capuchinho, 1874",José Ferraz de Almeida Júnior,https://assets.masp.org.br/uploads/collection/5Ze7gaJsw9gknoVKjdhxTjAJV6ZpztZo.jpg,https://masp.org.br/acervo/obra/monge-capuchinho,monge-capuchinho,monge-capuchinho site:https://masp.org.br/acervo/
"Banhistas no Sena – Academia, 1874-76",Édouard Manet,https://assets.masp.org.br/uploads/collection/JCZTh9PUcG5YQz3hbZH6QxPvRMR1QrMv.jpg,https://masp.org.br/acervo/obra/banhistas-no-sena-academia,banhistas-no-sena-academia,banhistas-no-sena-academia site:https://masp.org.br/acervo/
"O artista – Retrato de Marcellin Desboutin, 1875",Édouard Manet,https://assets.masp.org.br/uploads/collection/0MvH3Yuq7FxapqT353gcxvfD6nPdq8OV.jpg,https://masp.org.br/acervo/obra/o-artista-retrato-de-marcellin-desboutin,o-artista-retrato-de-marcellin-desboutin,o-artista-retrato-de-marcellin-desboutin site:https://masp.org.br/acervo/
"Dama sorrindo (retrato de Alphonsine Fournaise), 1875",Pierre-Auguste Renoir,https://assets.masp.org.br/uploads/collection/RihgDBtCWn5lCHmr8fXXk0sE3TlJ7feF.jpg,https://masp.org.br/acervo/obra/dama-sorrindo-retrato-de-alphonsine-fournaise,dama-sorrindo-retrato-de-alphonsine-fournaise,dama-sorrindo-retrato-de-alphonsine-fournaise site:https://masp.org.br/acervo/
"Oficiais alemães prestam homenagem a prisioneiros franceses feridos, 1876",Jean Baptiste Édouard Detaille,https://assets.masp.org.br/uploads/collection/8nTj0kDM0baYjWTpukQAp4xDvcmAQBUA.jpg,https://masp.org.br/acervo/obra/oficiais-alemaes-prestam-homenagem-a-prisioneiros-franceses-feridos,oficiais-alemaes-prestam-homenagem-a-prisioneiros-franceses-feridos,oficiais-alemaes-prestam-homenagem-a-prisioneiros-franceses-feridos site:https://masp.org.br/acervo/
"Retrato da condessa de Pourtalès, 1877",Pierre-Auguste Renoir,https://assets.masp.org.br/uploads/collection/6vaw3jz41cc8gWW7hM5R1cCfAsxXYqaA.jpg,https://masp.org.br/acervo/obra/retrato-da-condessa-de-pourtales,retrato-da-condessa-de-pourtales,retrato-da-condessa-de-pourtales site:https://masp.org.br/acervo/
"Rochedos em L’Estaque, 1882-85",Paul Cézanne,https://assets.masp.org.br/uploads/collection/nE7KGEYqB6F4YFeHSogyBcQkw6OCa58I.jpg,https://masp.org.br/acervo/obra/rochedos-em-lestaque,rochedos-em-lestaque,rochedos-em-lestaque site:https://masp.org.br/acervo/
"Retrato de Marthe Bérard, 1879",Pierre-Auguste Renoir,https://assets.masp.org.br/uploads/collection/H1S38lwcS3HW0HiX9QGl8wNlzyBCSsED.jpg,https://masp.org.br/acervo/obra/retrato-de-marthe-berard,retrato-de-marthe-berard,retrato-de-marthe-berard site:https://masp.org.br/acervo/
"A condessa Adèle de Toulouse-Lautrec, 1880-82",Henri de Toulouse-Lautrec,https://assets.masp.org.br/uploads/collection/x8f5QGPJ48OqU4LiuwYsjv4y9Z8USQK9.jpg,https://masp.org.br/acervo/obra/a-condessa-adele-de-toulouse-lautrec,a-condessa-adele-de-toulouse-lautrec,a-condessa-adele-de-toulouse-lautrec site:https://masp.org.br/acervo/
"O senhor Eugène Pertuiset, caçador de leões, 1881",Édouard Manet,https://assets.masp.org.br/uploads/collection/15oC8GgvqypLh6Zi65hc0FN6zybPDBsA.jpg,https://masp.org.br/acervo/obra/o-senhor-eugene-pertuiset-cacador-de-leoes,o-senhor-eugene-pertuiset-cacador-de-leoes,o-senhor-eugene-pertuiset-cacador-de-leoes site:https://masp.org.br/acervo/
"Rosa e azul – As meninas Cahen d’Anvers, 1881",Pierre-Auguste Renoir,https://assets.masp.org.br/uploads/collection/q3jlwDAxkOhMn7dcqal9KEIa4vDpH2e7.jpg,https://masp.org.br/acervo/obra/rosa-e-azul-as-meninas-cahen-danvers,rosa-e-azul-as-meninas-cahen-danvers,rosa-e-azul-as-meninas-cahen-danvers site:https://masp.org.br/acervo/
"O ateliê do estatuário Simões de Almeida, 1883",José Malhoa,https://assets.masp.org.br/uploads/collection/7IyNg4X7tgn3a1cIA3NLDcq08aHAEbQ2.jpg,https://masp.org.br/acervo/obra/o-atelie-do-estatuario-simoes-de-almeida,o-atelie-do-estatuario-simoes-de-almeida,o-atelie-do-estatuario-simoes-de-almeida site:https://masp.org.br/acervo/
"Panorama da Baía de Guanabara, 1883",Caroline Gower,https://assets.masp.org.br/uploads/collection/vshRQDnK6WVRNVvoZKgpTvSzenVaeKv2.jpg,https://masp.org.br/acervo/obra/panorama-da-baia-de-guanabara-2,panorama-da-baia-de-guanabara-2,panorama-da-baia-de-guanabara-2 site:https://masp.org.br/acervo/
"Mulher enxugando o braço esquerdo (após o banho), circa 1884",Edgar Degas,https://assets.masp.org.br/uploads/collection/fX0ZWZk42zxso1FhCwSGoy4fuLaa8SsY.jpg,https://masp.org.br/acervo/obra/mulher-enxugando-o-braco-esquerdo-apos-o-banho,mulher-enxugando-o-braco-esquerdo-apos-o-banho,mulher-enxugando-o-braco-esquerdo-apos-o-banho site:https://masp.org.br/acervo/
"Natureza-morta com prato, vaso e flores, 1884-85","Desconhecido, anteriormente atribuído a Vincent van Gogh",https://assets.masp.org.br/uploads/collection/miB6ysVKGoZJLhrTslUe3U3ybCzLXIfg.jpg,https://masp.org.br/acervo/obra/natureza-morta-com-prato-vaso-e-flores,natureza-morta-com-prato-vaso-e-flores,natureza-morta-com-prato-vaso-e-flores site:https://masp.org.br/acervo/
"Barcas à margem do rio, 1884",Emmanuel Zamor,https://assets.masp.org.br/uploads/collection/Zry7Jxe0SLcO8vcS8GXgSyJ013QklunC.jpg,https://masp.org.br/acervo/obra/barcas-a-margem-do-rio,barcas-a-margem-do-rio,barcas-a-margem-do-rio site:https://masp.org.br/acervo/
"Marinha com barco, 1895",João Baptista Castagneto,https://assets.masp.org.br/uploads/collection/rdIQyol60n6R95yd2L5KaHKh50iqoH83.jpg,https://masp.org.br/acervo/obra/marinha-com-barco,marinha-com-barco,marinha-com-barco site:https://masp.org.br/acervo/
"Cais do Mercado em Santos, 1885",Benedito Calixto,https://assets.masp.org.br/uploads/collection/lpIJEPhGbWZosHxp98AhgEkmwwX0JLZZ.jpg,https://masp.org.br/acervo/obra/cais-do-mercado-em-santos,cais-do-mercado-em-santos,cais-do-mercado-em-santos site:https://masp.org.br/acervo/
"Alegoria da pintura sobre cerâmica, 1885",Columbano,https://assets.masp.org.br/uploads/collection/46mSHGdByJBAuOd7rXbEtcmbJfOmnnnA.jpg,https://masp.org.br/acervo/obra/alegoria-da-pintura-sobre-ceramica,alegoria-da-pintura-sobre-ceramica,alegoria-da-pintura-sobre-ceramica site:https://masp.org.br/acervo/
"O ateliê do artista, 1886",José Ferraz de Almeida Júnior,https://assets.masp.org.br/uploads/collection/GWAisbJHeMRuXX1az2bDfs9iYTPcxugo.jpg,https://masp.org.br/acervo/obra/o-atelie-do-artista,o-atelie-do-artista,o-atelie-do-artista site:https://masp.org.br/acervo/
"Peixe, 1886",Pedro Alexandrino,https://assets.masp.org.br/uploads/collection/n9IqN4fneNu5PD0hJ1J46rQyxx5UI7JF.jpg,https://masp.org.br/acervo/obra/peixe,peixe,peixe site:https://masp.org.br/acervo/
"Uma salva em dia de grande gala na Baía do Rio de Janeiro, 1887",João Baptista Castagneto,https://assets.masp.org.br/uploads/collection/qz4YQyfXVbe8ssRo2v7RVAAOjjhNbeoI.jpg,https://masp.org.br/acervo/obra/uma-salva-em-dia-de-grande-gala-na-baia-do-rio-de-janeiro,uma-salva-em-dia-de-grande-gala-na-baia-do-rio-de-janeiro,uma-salva-em-dia-de-grande-gala-na-baia-do-rio-de-janeiro site:https://masp.org.br/acervo/
"Casa de quarentena na Ilha Grande, 1887",Nicolau Facchinetti,https://assets.masp.org.br/uploads/collection/wdhPk85drM59jWbAmRbyJD3looJWkdPZ.jpg,https://masp.org.br/acervo/obra/casa-de-quarentena-na-ilha-grande,casa-de-quarentena-na-ilha-grande,casa-de-quarentena-na-ilha-grande site:https://masp.org.br/acervo/
"Madame Cézanne em vermelho, 1888-90",Paul Cézanne,https://assets.masp.org.br/uploads/collection/Nqgfy9HFN4YyFr3mnZRRuFdYbbGGDiAS.jpg,https://masp.org.br/acervo/obra/madame-cezanne-em-vermelho,madame-cezanne-em-vermelho,madame-cezanne-em-vermelho site:https://masp.org.br/acervo/
"O grande pinheiro, 1890-96",Paul Cézanne,https://assets.masp.org.br/uploads/collection/WQv0bzGFQtEqxvEJENcqkbyo1uF9KRoi.jpg,https://masp.org.br/acervo/obra/o-grande-pinheiro,o-grande-pinheiro,o-grande-pinheiro site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/o-escolar-o-filho-do-carteiro-gamin-au-kepi-o-filho-do-carteiro-gamin-au-kepi,o-escolar-o-filho-do-carteiro-gamin-au-kepi-o-filho-do-carteiro-gamin-au-kepi,o-escolar-o-filho-do-carteiro-gamin-au-kepi-o-filho-do-carteiro-gamin-au-kepi site:https://masp.org.br/acervo/
"Menina com as espigas, 1888",Pierre-Auguste Renoir,https://assets.masp.org.br/uploads/collection/HDZiTBDbqkXTlUb8vVdvfeBuuNy1ljZQ.jpg,https://masp.org.br/acervo/obra/menina-com-as-espigas,menina-com-as-espigas,menina-com-as-espigas site:https://masp.org.br/acervo/
,,,https://masp.org.br/acervo/obra/menina-com-as-espigas-2,menina-com-as-espigas-2,menina-com-as-espigas-2 site:https://masp.org.br/acervo/
"Recanto da Praia de Icaraí, 1888",Nicolau Facchinetti,https://assets.masp.org.br/uploads/collection/FIiCXnlOsnpraGb38zmfg7keU0G0W2eZ.jpg,https://masp.org.br/acervo/obra/recanto-da-praia-de-icarai,recanto-da-praia-de-icarai,recanto-da-praia-de-icarai site:https://masp.org.br/acervo/
"Monsieur Fourcade, 1889",Henri de Toulouse-Lautrec,https://assets.masp.org.br/uploads/collection/qVuC9eONqi7pn5RgAZ13K0AbRmTSicQW.jpg,https://masp.org.br/acervo/obra/monsieur-fourcade,monsieur-fourcade,monsieur-fourcade site:https://masp.org.br/acervo/
"Caio da Silva Prado, 1889",Pedro Américo,https://assets.masp.org.br/uploads/collection/0wn0XKA2nOWIEhNE1gErhGSbtjmw5KqY.jpg,https://masp.org.br/acervo/obra/caio-da-silva-prado,caio-da-silva-prado,caio-da-silva-prado site:https://masp.org.br/acervo/
"Niterói, 1889",Nicolau Facchinetti,https://assets.masp.org.br/uploads/collection/IWevaJPfNI4DpVR4rsaykGSyY0LP3Aaz.jpg,https://masp.org.br/acervo/obra/niteroi,niteroi,niteroi site:https://masp.org.br/acervo/
"Banco de pedra no asilo de Saint-Remy, 1889",Vincent van Gogh,https://assets.masp.org.br/uploads/collection/qXPWeGoLHxGNG5MtVX8UJl5DTCRnonTO.jpg,https://masp.org.br/acervo/obra/banco-de-pedra-no-asilo-de-saint-remy,banco-de-pedra-no-asilo-de-saint-remy,banco-de-pedra-no-asilo-de-saint-remy site:https://masp.org.br/acervo/
"A canoa sobre o Epte, circa 1890",Claude Monet,https://assets.masp.org.br/uploads/collection/SJgatLhJRb4sOQMXYCF6HzcDpvL66AmY.jpg,https://masp.org.br/acervo/obra/a-canoa-sobre-o-epte,a-canoa-sobre-o-epte,a-canoa-sobre-o-epte site:https://masp.org.br/acervo/
"Quatro bailarinas em cena, 1885-90",Edgar Degas,https://assets.masp.org.br/uploads/collection/KaemapMYXLCxL4eCGx4XMVJNvunb2294.jpg,https://masp.org.br/acervo/obra/quatro-bailarinas-em-cena,quatro-bailarinas-em-cena,quatro-bailarinas-em-cena site:https://masp.org.br/acervo/
